id,sold,main_salary,second_salary,annual_bonus,loan_os,house_value_change,bank_balance_main,credit_card_bal,car_loan,used_bank_overdraft,owns_property,remarried,divorce,age,shares,savings,children,areacode,credit_card,blah
7912,0,87000,3000,0,-231,4000,6599,2271,0,0,0,0,0,60,0,0,0,4,Y,H
7913,0,12000,0,0,-66,0,42,169,0,0,0,0,0,29,0,0,4,7,Y,I
7914,0,14000,1000,0,-2,2000,1578,454,0,0,0,0,0,41,0,0,0,1,N,J
7915,0,27000,0,0,-353,-1000,4,2725,0,0,0,0,0,34,0,0,0,1,Y,K
7916,0,3000,0,0,-10,0,585,219,0,0,0,0,0,19,0,95,4,2,Y,L
7917,1,15000,0,0,-14,-1000,2466,462,0,0,0,0,0,44,0,0,0,1,N,M
7918,1,2000,0,0,-31,0,8,15,0,0,0,0,0,19,0,0,0,8,N,N
7919,0,95000,0,0,-84,0,261,412,0,0,0,0,0,59,212,0,0,2,N,O
7920,0,137000,0,0,-11925,8000,9,3664,40000,0,1,0,0,37,280594,0,0,1,N,P
7921,0,48000,0,0,-2818,0,470,1450,0,0,1,0,0,29,0,0,0,1,N,Q
7922,0,31000,0,0,-35,1000,3803,175,0,0,0,0,0,47,0,0,0,4,N,R
7923,0,0,0,0,-316,0,11,1442,0,1,1,0,0,36,0,7489,3,3,Y,S
7924,0,2000,0,0,-11,0,73,7,0,0,0,0,0,21,0,0,0,7,N,T
7925,0,28000,0,0,-141,0,475,2386,0,0,0,0,0,46,1,3815,0,8,N,U
7926,0,19000,4000,0,-229,7000,6009,640,0,0,0,0,0,22,0,3611,0,6,N,V
7927,0,39000,2000,0,-2,3000,5223,1540,0,0,0,0,0,32,0,3533,0,1,N,W
7928,0,23000,0,0,-35,0,172,6769,0,0,1,0,0,42,0,10499,1,4,N,X
7929,0,20000,1000,0,-12,3000,3288,1044,0,0,0,0,0,35,0,1391,0,2,N,Y
7930,0,16000,0,0,-162,0,2,1630,0,1,1,0,0,58,0,1121,2,3,Y,Z
7931,0,19000,0,0,-10783,2000,0,91,0,0,1,0,0,22,636,0,0,4,N,A
7932,0,38000,0,0,0,3000,5094,2892,0,0,0,0,0,29,0,282,0,5,N,B
7933,0,29000,0,0,-355,0,394,1135,0,1,0,0,0,41,161,135,0,3,Y,C
7934,0,15000,0,0,-57,-3000,570,244,7000,0,0,0,0,32,0,0,0,1,N,D
7935,0,11000,0,0,-1575,-2000,1237,1526,3000,0,0,0,0,35,0,81,2,1,Y,E
7936,0,55000,0,0,-28,0,662,343,0,0,0,0,0,29,566,1698,0,6,N,F
7937,0,10000,0,0,-3,0,695,573,11000,0,0,0,0,43,0,1682,3,2,Y,G
7938,0,3000,0,0,-2,0,258,201,0,0,0,0,0,18,0,0,0,1,N,H
7939,0,92000,0,0,0,0,1622,8362,0,0,0,0,0,42,0,1538,0,7,N,I
7940,0,17000,0,0,-4,0,90,671,0,0,0,0,0,70,0,1424,0,1,N,J
7941,0,14000,4000,31,0,0,6982,895,0,0,1,0,1,58,0,0,0,7,N,K
7942,0,0,0,0,-286,0,0,1101,0,0,0,0,0,24,0,0,3,7,N,L
7943,0,38000,0,0,-9,3000,4657,2105,0,0,1,0,0,42,0,0,0,2,N,M
7944,0,106000,0,0,0,15000,5811,15068,0,0,0,0,0,58,43,4043,0,1,N,N
7945,0,17000,0,0,-174,-1000,439,1602,0,0,0,0,0,22,63,535,2,2,N,O
7946,0,31000,0,0,-1,1000,1471,3265,0,0,0,0,0,20,12,0,4,8,N,P
7947,0,60000,0,266,-68,2000,47,1420,0,1,1,0,0,56,6746,7945,0,2,Y,Q
7948,0,14000,0,0,-776,-3000,322,1261,0,1,0,0,1,28,3660,4529,0,7,N,R
7949,1,36000,0,0,-424,0,2,749,0,1,0,0,0,24,0,0,0,3,Y,S
7950,0,21000,0,0,-97,1000,9432,4929,0,0,0,0,0,22,0,0,0,4,N,T
7951,0,80000,0,0,0,2000,2504,207,0,0,0,0,0,39,0,18071,0,1,N,U
7952,0,11000,0,0,0,0,1050,281,0,0,0,0,0,23,0,0,0,4,N,V
7953,0,39000,0,0,-1167,-1000,0,4084,0,0,1,0,0,41,0,0,2,7,Y,W
7954,0,7000,2000,0,0,2000,2806,43,0,0,0,0,0,23,1841,0,0,1,N,X
7955,0,191000,7000,0,-504,13000,4,3322,0,0,1,0,0,38,0,23911,0,6,N,Y
7956,0,6000,0,0,-5,0,1309,324,0,1,0,0,0,23,0,0,0,2,N,Z
7957,0,54000,0,0,-1,-5000,14754,20629,8000,0,0,0,0,27,0,0,3,1,N,A
7958,1,1000,0,0,-19,0,64,366,0,0,0,0,0,20,0,216,4,7,Y,B
7959,0,38000,0,0,-7,0,9172,2542,2000,0,1,0,0,30,0,0,0,8,N,C
7960,0,9000,0,0,-1,0,405,98,0,0,0,0,0,37,0,0,3,2,N,D
7961,0,20000,1000,455,0,0,8260,73,0,0,0,0,0,47,5677,0,0,1,N,E
7962,0,10000,0,0,-3,1000,813,210,0,0,0,0,0,25,5,0,0,1,N,F
7963,0,0,0,0,-1,0,239,3025,0,0,0,0,0,27,30,480,0,4,N,G
7964,0,28000,1000,0,0,2000,2767,1464,0,0,0,0,0,35,0,453,0,2,N,H
7965,0,51000,0,6205,-793,13000,321,31,0,0,1,0,0,26,110719,67718,0,9,Y,I
7966,0,16000,0,552,-22,1000,1460,809,0,0,0,0,0,63,3255,116,0,4,Y,J
7967,0,41000,0,0,-462,2000,1270,8078,0,1,1,0,0,24,16,400,0,7,Y,K
7968,0,0,0,0,0,0,50,0,0,0,0,0,0,18,0,0,0,1,N,L
7969,0,0,1000,1881,-1,1000,0,0,0,0,0,0,0,18,0,0,0,4,N,M
7970,0,28000,0,55,-303,2000,1252,1790,0,0,0,0,1,30,0,3486,4,2,N,N
7971,0,62000,0,0,-112,1000,5630,1943,2000,0,0,0,0,28,0,0,0,5,N,O
7972,0,1000,0,0,0,0,978,29,0,0,0,0,0,18,105,0,0,7,N,P
7973,0,0,3000,0,-154,3000,2,1281,0,0,1,0,0,58,0,2637,0,6,N,Q
7974,0,9000,0,0,-41,0,173,124,0,0,0,0,0,27,0,240,0,2,Y,R
7975,0,37000,0,102,-1,0,450,418,0,0,0,0,0,64,0,0,0,8,N,S
7976,0,121000,11000,0,-12,18000,2032,8123,0,1,0,0,0,43,0,8407,2,3,N,T
7977,0,35000,2000,0,-2,3000,12947,1485,0,0,0,0,0,26,289,533,3,2,N,U
7978,0,0,0,0,0,0,22,1,0,0,0,0,0,18,102,0,4,5,N,V
7979,0,0,0,0,0,7000,31466,24276,18000,0,0,0,1,44,0,22128,0,1,N,W
7980,0,22000,1000,3,-20,2000,2992,1998,0,0,0,0,0,32,86,2428,2,6,Y,X
7981,0,2000,0,0,0,0,558,210,0,0,0,0,0,18,0,0,0,1,N,Y
7982,0,2000,0,0,0,0,388,22,0,0,0,0,0,18,0,0,0,4,N,Z
7983,0,11000,1000,0,-74,0,1044,180,0,0,0,0,0,32,6,0,0,6,Y,A
7984,0,0,0,0,0,0,234,0,0,0,0,0,0,18,0,0,4,1,N,B
7985,0,0,0,0,0,0,542,0,0,0,0,0,0,18,0,0,0,7,N,C
7986,0,0,0,0,-14,-31000,0,5247,0,0,1,0,0,23,0,0,0,1,N,D
7987,0,31000,0,0,-809,1000,0,3712,0,0,0,0,0,45,1,363,4,8,Y,E
7988,0,22000,0,0,-49,0,0,2350,0,1,0,0,0,37,0,3894,0,1,Y,F
7989,1,12000,0,0,-277,0,608,432,0,0,0,0,0,42,753,559,2,8,Y,G
7990,0,58000,0,0,-63,-16000,0,1242,0,0,0,0,0,22,0,0,0,1,N,H
7991,0,84000,0,29,-330,5000,3100,6479,0,0,0,0,0,36,250,6996,0,2,N,I
7992,1,5000,0,0,-371,0,127,253,0,0,0,0,0,58,0,1980,1,5,N,J
7993,0,22000,0,0,-11,0,3191,2080,0,0,0,0,0,36,0,0,0,1,N,K
7994,0,1000,0,0,-23,0,280,175,0,0,0,0,0,19,0,15,0,3,Y,L
7995,0,9000,0,0,-25,0,459,410,0,0,0,0,0,24,0,453,0,4,Y,M
7996,0,0,0,0,0,4000,0,841,1000,0,1,0,0,60,0,0,0,4,N,N
7997,0,29000,0,10044,-4396,-58000,1246,20,0,0,0,0,0,24,15230,0,0,5,N,O
7998,0,39000,0,0,-407,1000,28,3105,0,1,0,0,0,50,229,7366,0,4,Y,P
7999,0,41000,0,525,-576,-5000,0,1927,16000,0,0,0,0,31,0,7031,0,4,N,Q
8000,0,29000,0,0,-8,2000,0,2303,0,0,0,0,0,45,0,0,0,1,N,R
8001,0,0,0,0,0,0,513,3791,0,0,0,0,0,27,66,1294,0,4,N,S
8002,0,25000,0,0,-100,0,3636,1161,0,0,0,0,0,18,55,591,2,6,N,T
8003,0,21000,0,0,-220,1000,774,1491,0,0,0,0,0,25,0,136,0,5,Y,U
8004,0,13000,0,0,-30,0,181,544,0,1,0,0,0,36,370,373,0,2,Y,V
8005,0,25000,0,235,-2,1000,7575,1528,0,0,1,0,0,60,2148,2488,0,3,N,W
8006,0,24000,1000,0,-14,7000,4640,6567,0,0,0,0,1,21,0,0,0,1,N,X
8007,0,45000,0,0,-55,3000,2945,1828,0,0,0,0,0,21,0,0,4,2,Y,Y
8008,0,14000,1000,0,-20,2000,2293,275,0,0,0,0,0,20,0,0,0,1,Y,Z
8009,0,8000,0,2,-215,0,1042,55,0,0,1,0,0,35,407,0,0,1,N,A
8010,0,0,0,0,-5199,-2000,376,1084,40000,1,1,0,0,41,0,132,0,1,Y,B
8011,1,15000,0,0,-139,0,33,728,0,1,0,0,1,42,0,1459,4,5,N,C
8012,0,8000,0,0,-1,1000,1262,159,0,0,0,0,0,20,0,91,2,7,N,D
8013,0,1000,0,0,-1,0,0,30,0,0,0,0,0,18,0,0,4,1,N,E
8014,1,44000,0,0,-1146,-2000,32,10220,0,1,0,0,1,41,190,6629,0,7,Y,F
8015,0,117000,8000,0,-76,17000,8756,3276,0,0,0,0,0,58,12,3190,0,1,N,G
8016,0,78000,0,0,-241,3000,0,9183,0,1,0,0,0,22,0,0,0,4,Y,H
8017,0,7000,0,0,-3,0,668,16,0,0,0,0,0,39,85,88,0,8,N,I
8018,0,20000,0,12,-162,0,1003,1832,0,0,1,0,0,31,244,0,0,2,Y,J
8019,0,44000,0,0,-43,0,0,886,0,1,0,0,0,32,150,0,0,4,N,K
8020,0,75000,0,0,-439,0,3042,12307,0,0,0,0,0,42,11,5045,0,7,N,L
8021,0,7000,0,0,-11,0,173,18,0,0,0,0,0,32,0,0,0,4,Y,M
8022,0,0,0,0,0,0,5,1,0,0,0,0,0,19,0,0,4,1,N,N
8023,0,20000,0,0,-308,1000,717,823,0,0,1,0,0,33,723,0,0,9,Y,O
8024,0,46000,0,0,-32,0,557,1801,0,0,0,0,0,42,0,520,0,1,N,P
8025,0,18000,0,0,-38,0,550,940,0,0,0,0,0,22,174,0,0,1,Y,Q
8026,1,3000,0,0,-2,0,33,43,0,0,0,0,1,20,0,0,4,1,N,R
8027,0,30000,0,0,-793,0,815,1706,0,1,1,0,0,24,384,9565,2,4,Y,S
8028,0,2000,0,0,0,0,69,194,0,0,0,0,0,18,0,0,0,1,N,T
8029,0,20000,0,0,0,8000,0,38,0,0,0,0,0,54,0,0,0,6,N,U
8030,0,6000,0,0,-3,0,48,63,0,1,0,0,0,31,66,0,0,2,Y,V
8031,0,88000,0,194,-2,3000,1828,2542,1000,0,0,0,0,35,1392,2206,0,6,N,W
8032,0,34000,0,1450,-313,2000,145,2126,0,0,1,0,0,56,0,4993,1,6,Y,X
8033,1,17000,0,0,-271,0,25,1243,0,1,1,0,0,44,80,3159,0,9,Y,Y
8034,0,39000,0,0,-342,1000,1426,908,0,0,0,0,0,24,0,5588,2,4,N,Z
8035,0,0,0,0,-28506,25000,8689,22092,5000,0,1,0,0,39,9959,0,0,1,Y,A
8036,0,55000,7000,0,-14,1000,7141,0,3000,0,1,0,0,67,0,0,0,7,N,B
8037,0,23000,0,189,-638,2000,1272,761,0,0,1,0,0,67,0,6052,1,5,N,C
8038,0,15000,0,0,-52,3000,7607,503,0,0,0,0,0,31,0,0,0,6,Y,D
8039,0,72000,0,0,-814,-1000,3785,678,4000,1,0,0,0,41,120,5288,0,6,Y,E
8040,0,0,0,0,-10,1000,1670,127,0,0,0,0,0,42,0,244,0,2,N,F
8041,0,0,0,0,0,11000,23782,451,0,0,1,0,0,24,13794,0,0,1,N,G
8042,0,9000,0,0,-109,0,0,241,0,1,1,0,0,42,15,1186,3,9,Y,H
8043,0,34000,0,0,-36,6000,5860,786,0,0,0,0,0,30,466,0,4,7,Y,I
8044,0,19000,0,0,0,0,1748,1082,0,0,0,0,0,50,0,2631,0,6,N,J
8045,0,0,0,0,0,0,368,5,0,0,0,0,0,18,0,0,0,2,N,K
8046,0,8000,0,0,-26,0,272,153,0,0,0,0,0,20,350,0,0,1,N,L
8047,0,20000,0,0,-128,0,10,2254,0,1,0,0,0,37,195,2126,0,2,Y,M
8048,0,1000,0,0,-7,0,38,31,0,0,0,0,0,19,0,0,4,1,N,N
8049,0,7000,0,0,-11,0,871,193,0,0,0,0,0,45,0,170,0,6,N,O
8050,0,83000,0,0,-800,0,1,4810,0,1,0,0,0,55,916,167,0,2,Y,P
8051,0,0,0,0,0,0,7,0,0,0,0,0,0,19,0,0,0,7,N,Q
8052,0,0,0,0,-2952,11000,5,659,0,0,1,0,0,21,0,0,1,1,N,R
8053,0,168000,0,0,-201,-1000,579,39707,0,0,0,0,0,44,20,32540,4,1,N,S
8054,0,11000,0,0,-1,0,126,185,0,0,0,0,0,22,0,2105,2,4,N,T
8055,1,6000,0,0,-7,0,593,178,0,0,0,0,0,28,0,44,0,2,N,U
8056,0,35000,0,0,-455,0,0,3347,4000,1,1,0,0,37,0,2552,0,5,Y,V
8057,0,25000,0,0,0,0,1331,739,0,0,0,0,0,20,0,75,4,5,N,W
8058,0,1430000,0,21,-6561,11000,273,1974,0,0,0,0,0,33,5946,0,0,1,N,X
8059,0,57000,0,0,-23,6000,18488,9018,0,0,0,0,0,30,447,12278,0,3,N,Y
8060,1,30000,0,0,-214,0,242,2633,0,1,0,0,0,31,0,3288,2,2,Y,Z
8061,0,59000,53000,0,-9921,57000,75569,4324,40000,0,1,0,0,63,3304,0,0,8,N,A
8062,0,33000,3000,0,-158,5000,82908,1366,0,0,0,0,0,42,0,0,0,5,N,B
8063,0,0,0,0,-86,0,0,792,0,1,0,0,0,20,0,0,0,1,Y,C
8064,0,5000,0,0,-387,0,28,342,3000,0,1,0,0,29,0,0,0,2,Y,D
8065,1,34000,0,0,-44,0,762,1588,0,0,0,0,0,24,0,0,0,1,N,E
8066,0,16000,1000,0,-5,1000,1975,59,0,0,0,0,0,27,205,0,4,7,N,F
8067,0,81000,1000,0,-97,1000,4798,11715,0,1,0,0,0,34,0,5407,4,3,N,G
8068,0,21000,0,0,-31,-1000,105,817,1000,0,0,0,0,26,0,0,1,1,N,H
8069,0,26000,0,0,-530,-1000,404,2060,0,0,0,0,0,70,0,428,4,2,Y,I
8070,1,0,0,0,-1772,-9000,1597,8351,0,1,1,0,1,66,5,29537,3,3,Y,J
8071,0,1000,0,0,-12,0,144,20,0,0,0,0,0,18,27,0,4,1,N,K
8072,0,0,0,13,-14,1000,1992,817,0,0,0,0,0,28,1012,949,3,6,N,L
8073,0,94000,0,0,-1048,4000,3696,7523,0,0,0,0,0,21,0,4460,0,1,Y,M
8074,0,134000,1000,0,-46749,-11000,50729,23639,0,0,1,0,0,34,900,0,0,1,Y,N
8075,0,1000,0,0,0,0,1,0,0,0,0,0,0,19,0,0,4,1,N,O
8076,0,26000,0,0,-38,2000,1775,3413,0,0,0,0,0,30,0,0,2,1,N,P
8077,0,36000,0,0,-35,1000,0,907,6000,1,0,0,0,24,51,91,0,3,N,Q
8078,0,2000,0,0,0,0,156,20,0,0,0,0,0,18,0,53,0,2,N,R
8079,0,90000,5000,0,-3,13000,3786,2464,0,0,0,0,1,34,0,0,0,2,N,S
8080,0,43000,0,0,-158,0,14,4123,0,0,1,0,1,68,0,1551,1,5,Y,T
8081,0,18000,0,0,-1,1000,1037,486,0,0,0,0,0,43,204,0,0,4,N,U
8082,1,13000,0,3,-185,0,0,1269,1000,1,0,0,0,31,13,171,4,5,Y,V
8083,0,13000,0,0,-421,0,96,806,0,0,1,0,0,24,3,0,0,9,Y,W
8084,0,22000,0,0,-203,0,1,1733,0,1,0,0,0,39,0,2464,2,6,Y,X
8085,0,13000,1000,0,-7,3000,2649,40,0,0,0,0,0,25,0,0,0,1,N,Y
8086,1,20000,0,0,-60,0,2,2089,0,1,0,0,0,22,0,0,3,4,Y,Z
8087,0,2000,0,0,-15,0,0,239,0,1,0,0,0,32,0,0,0,5,Y,A
8088,0,36000,0,0,-38,0,3357,5211,0,0,0,0,0,24,175,310,0,1,N,B
8089,0,30000,0,0,-41,1000,2734,2192,0,0,1,0,0,29,0,497,1,5,Y,C
8090,0,2000,0,0,0,0,525,4,0,0,0,0,0,18,0,0,0,8,N,D
8091,0,37000,0,0,-55,2000,3542,5166,0,0,1,0,0,27,0,0,0,6,N,E
8092,0,0,0,0,-50964,-26000,0,0,0,0,0,0,0,34,0,0,0,8,N,F
8093,0,0,0,0,0,0,46,0,0,0,0,0,0,18,0,0,0,6,N,G
8094,0,75000,1000,0,-6,4000,21159,6715,0,0,0,0,0,61,0,0,0,1,N,H
8095,0,21000,0,0,-1466,0,174,2215,0,1,1,0,0,41,0,5427,0,4,Y,I
8096,0,28000,0,0,-458,1000,841,3772,0,0,0,0,0,42,0,5253,0,2,Y,J
8097,0,18000,1000,0,-5,1000,1529,903,0,1,0,0,0,40,0,285,2,9,Y,K
8098,0,0,0,0,0,38000,7023,5,0,0,0,0,0,19,51206,2524,4,4,N,L
8099,0,37000,0,0,-44,0,2877,1612,0,0,0,0,0,40,0,2531,0,6,N,M
8100,0,31000,0,0,-92,1000,1474,3468,0,0,1,0,0,27,5300,2315,1,2,Y,N
8101,0,18000,0,171,0,0,3450,619,0,0,0,0,0,45,1676,75,0,2,N,O
8102,0,19000,0,0,0,5000,202,6,0,0,0,0,0,26,0,0,0,9,N,P
8103,0,22000,0,0,-18,0,317,1057,0,0,0,0,0,24,0,0,0,2,N,Q
8104,0,9000,0,0,-8,0,45,1086,0,0,0,0,0,27,0,285,0,4,N,R
8105,0,0,0,0,-14,26000,0,9839,0,0,0,0,0,32,0,13165,0,1,N,S
8106,0,24000,0,2,-181,0,0,1348,0,1,0,0,0,39,201,861,4,3,Y,T
8107,0,80000,0,0,-2,1000,2920,715,0,0,1,0,0,35,0,6126,0,3,N,U
8108,0,25000,14000,0,-3,17000,14830,2,0,0,0,0,0,44,5050,86378,0,1,N,V
8109,0,50000,0,0,-498,2000,2,3122,15000,1,0,0,0,28,0,0,0,4,Y,W
8110,0,0,0,0,-3,1000,0,243,0,0,1,0,0,25,0,0,0,1,N,X
8111,0,0,0,0,-15899,0,11045,648,0,0,1,0,0,23,0,0,0,4,Y,Y
8112,0,27000,0,0,-287,1000,1116,3486,0,0,1,0,0,23,0,9661,0,9,Y,Z
8113,1,38000,0,0,-68,3000,588,12982,2000,0,0,0,1,27,0,9613,0,2,N,A
8114,0,30000,0,0,-238,0,456,798,0,0,0,0,0,30,3581,0,0,8,Y,B
8115,0,0,0,0,0,0,52,0,0,0,0,0,0,18,0,0,2,3,N,C
8116,0,24000,1000,0,-12,1000,2393,607,0,0,0,0,0,24,209,0,0,1,N,D
8117,0,19000,0,0,-9,3000,10355,643,0,0,0,0,0,35,0,0,0,1,N,E
8118,0,26000,1000,0,0,1000,179,1584,0,0,0,0,0,35,56,4711,1,4,N,F
8119,0,34000,0,0,-8405,1000,66,7065,10000,1,1,0,0,26,500,31,4,8,Y,G
8120,0,1000,0,0,0,0,208,150,0,0,0,0,0,19,0,0,4,1,N,H
8121,0,6000,0,0,-153,0,774,54,0,1,0,0,0,19,0,0,4,1,Y,I
8122,0,43000,0,0,-1,0,2418,136,0,0,0,0,0,29,0,0,0,1,N,J
8123,0,19000,0,29,0,1000,829,1758,0,0,0,0,0,41,5,353,0,1,N,K
8124,0,7000,0,0,0,0,1394,87,0,0,0,0,0,22,0,0,2,9,N,L
8125,1,5000,0,0,-16,0,590,254,0,0,0,0,1,22,210,0,3,4,N,M
8126,0,52000,0,45,-40,0,1383,626,0,0,0,0,1,44,12,0,1,8,Y,N
8127,0,17000,0,16,0,0,3097,937,0,0,0,0,0,40,208,535,4,2,N,O
8128,0,12000,1000,0,-45,3000,0,469,0,0,0,0,0,23,0,0,0,8,Y,P
8129,0,9000,0,0,-77,0,59,614,0,1,0,0,0,36,0,89,0,9,Y,Q
8130,1,5000,0,0,-9,0,210,119,0,0,0,0,1,41,0,0,0,4,N,R
8131,0,34000,0,0,-373,0,4,5366,0,1,0,0,0,21,0,0,0,5,Y,S
8132,0,18000,0,1321,-4426,10000,3581,0,5000,0,1,0,0,29,0,0,0,4,Y,T
8133,0,14000,0,0,-19,0,509,777,0,0,0,0,0,26,0,0,0,1,N,U
8134,0,63000,0,0,-412,1000,4,5191,0,1,1,0,0,32,852,2550,3,5,Y,V
8135,0,8000,0,128,-4,1000,3418,262,0,0,0,0,0,58,1424,17,0,8,N,W
8136,0,14000,0,0,-2,0,2027,1410,0,0,0,0,0,22,0,0,0,9,N,X
8137,0,14000,0,14,-383,0,175,306,0,0,0,0,0,34,676,0,0,8,Y,Y
8138,0,8000,0,0,-129,0,1009,329,0,0,0,0,0,31,0,0,0,1,Y,Z
8139,0,94000,0,0,-725,0,235,6889,0,1,0,0,0,39,0,20938,0,1,N,A
8140,0,78000,0,0,-46,3000,17561,6144,0,0,0,0,0,53,0,0,0,1,N,B
8141,1,38000,0,0,-28,0,719,301,0,0,0,0,0,20,18,0,4,4,N,C
8142,0,42000,0,106,0,-51000,3931,4883,0,1,0,0,0,44,614,54170,0,1,Y,D
8143,0,59000,1000,748,-163,3000,400,1928,0,0,0,0,0,48,204,1567,0,1,Y,E
8144,0,25000,0,0,-495,0,21,3454,4000,1,0,0,0,43,709,951,2,4,N,F
8145,1,21000,0,0,-20,0,1179,621,0,0,0,0,0,41,0,143,2,1,N,G
8146,1,9000,0,0,-137,0,7,258,0,0,0,0,0,22,0,0,2,5,Y,H
8147,0,16000,0,0,-362,-1000,18,1384,0,1,1,0,0,32,61,105,0,4,Y,I
8148,0,0,0,0,-132,0,884,673,0,1,1,0,0,51,5,897,0,5,Y,J
8149,0,4000,0,0,-103,0,0,94,0,1,0,0,0,19,0,2438,4,7,Y,K
8150,0,166000,0,0,-66,2000,42,27418,0,0,0,0,1,33,0,1434,0,5,N,L
8151,0,27000,2000,0,-5,6000,5022,2104,0,0,0,0,0,28,0,354,0,1,N,M
8152,0,20000,0,0,-71,0,345,1005,0,1,0,0,0,41,12,1994,0,6,Y,N
8153,1,12000,0,0,-277,0,608,432,0,0,0,0,0,42,753,559,2,8,Y,O
8154,0,11000,0,0,-1,0,756,979,0,0,0,0,0,22,139,696,0,2,N,P
8155,0,0,0,0,-3,0,0,40,0,1,0,0,0,18,0,0,0,1,N,Q
8156,0,1000,0,0,-56,0,1019,0,0,0,0,0,0,18,0,266,0,3,Y,R
8157,0,48000,0,0,-7466,-6000,2018,1060,0,0,0,0,0,25,0,0,1,1,Y,S
8158,0,30000,0,0,-25,0,0,3006,0,1,0,0,0,24,0,325,0,3,N,T
8159,0,11000,0,254,-231,0,894,248,0,0,0,0,0,65,1764,0,1,6,Y,U
8160,0,71000,0,0,-3,4000,4338,1032,0,0,1,0,0,43,0,0,0,8,N,V
8161,0,0,0,0,-9,0,24,0,0,0,0,0,0,18,0,0,4,2,N,W
8162,0,110000,0,0,0,5000,508,442,0,0,0,0,0,65,0,0,0,1,N,X
8163,0,16000,0,0,-208,0,1795,1294,0,0,1,0,0,42,7,559,0,6,Y,Y
8164,0,32000,0,0,0,0,124,5406,0,0,1,0,0,28,0,0,0,1,N,Z
8165,0,29000,0,203,-22,0,203,227,0,0,0,0,0,37,0,0,1,5,N,A
8166,0,0,0,0,0,0,101,0,0,0,0,0,0,18,0,0,4,8,N,B
8167,0,0,0,0,-1,0,512,0,0,0,0,0,0,18,0,0,4,1,N,C
8168,0,72000,0,0,-9,2000,5792,3637,0,0,0,0,0,52,6,5497,0,6,N,D
8169,0,15000,0,0,-214,0,0,496,0,1,0,0,0,22,0,0,0,8,Y,E
8170,0,31000,0,433,-327,0,1,1955,0,1,0,0,0,35,31,3666,4,4,Y,F
8171,0,28000,0,0,-2,0,39,2776,0,1,0,0,0,31,12,170,0,4,N,G
8172,1,21000,0,0,-77,1000,154,1393,0,0,0,0,0,24,50,0,0,1,N,H
8173,0,10000,0,1,-35,0,13,250,0,1,0,0,0,70,0,214,0,5,Y,I
8174,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,N,J
8175,0,19000,0,0,-143,0,1,1338,0,1,0,0,0,29,0,3820,0,3,Y,K
8176,0,0,0,260,0,0,321,0,0,0,0,0,0,18,0,0,0,3,N,L
8177,0,4000,0,0,0,0,584,3,0,0,0,0,0,18,0,0,0,2,N,M
8178,0,27000,2000,0,-13,3000,2841,641,0,0,0,0,0,22,0,0,1,1,N,N
8179,0,3000,0,0,-127,1000,140,71,0,0,0,0,0,19,0,0,2,2,Y,O
8180,0,49000,0,0,-2,0,2518,4542,0,0,0,0,0,44,300,198,0,2,N,P
8181,0,19000,0,0,-174,2000,2289,975,0,0,1,0,1,23,0,4726,0,6,Y,Q
8182,0,0,0,0,-1,0,9,14,0,0,0,0,0,19,0,45,0,8,N,R
8183,0,88000,0,0,-2,1000,5866,4151,0,0,0,0,0,29,0,645,0,1,N,S
8184,0,33000,0,0,-147,-5000,69,993,0,0,0,0,0,35,810,0,0,1,N,T
8185,1,6000,0,0,-5,-1000,490,119,0,0,0,0,1,21,0,0,0,5,N,U
8186,0,25000,0,0,-97,1000,710,2887,0,0,0,0,0,25,0,3339,0,1,N,V
8187,0,33000,2000,7,-185,3000,381,2606,0,1,1,0,0,60,2416,4843,0,2,Y,W
8188,0,20000,0,0,-4,0,312,538,0,0,0,0,0,45,0,0,0,1,N,X
8189,0,28000,0,0,-234,1000,3432,1202,0,0,1,0,0,24,1,0,0,7,Y,Y
8190,0,21000,0,0,-1236,0,0,1873,1000,1,1,0,0,24,0,0,1,8,Y,Z
8191,0,58000,0,0,-8,0,3602,2949,0,0,0,0,0,24,0,7084,0,1,N,A
8192,0,1000,0,0,0,-2000,632,337,0,0,0,0,0,19,0,0,2,1,N,B
8193,0,17000,0,0,-3,0,42,9,0,0,0,0,0,43,0,0,0,3,N,C
8194,0,80000,0,0,-23458,11000,7001,1318,40000,0,1,0,0,24,0,0,0,5,Y,D
8195,0,17000,0,0,-80,0,1085,1797,0,1,0,0,0,45,0,0,0,1,Y,E
8196,0,7000,0,0,-7,0,1023,134,0,0,0,0,0,62,0,0,0,1,N,F
8197,0,30000,3000,0,-3,4000,6960,778,0,0,0,0,0,42,200,1954,0,5,N,G
8198,0,18000,0,0,-1,0,2673,453,0,0,0,0,0,27,96,0,0,9,N,H
8199,0,0,0,0,-10249,11000,5526,511,0,0,1,0,0,66,963,0,0,4,Y,I
8200,0,0,0,1,-2,1000,76,4595,0,0,1,0,0,43,1944,1603,0,5,N,J
8201,0,10000,0,0,-18,0,425,365,0,0,0,0,0,27,0,596,0,1,N,K
8202,0,0,0,0,-283,-2000,7,3314,0,1,0,0,0,39,0,1822,0,3,Y,L
8203,0,10000,0,0,-242,-1000,84,695,0,1,1,0,0,63,0,0,0,8,Y,M
8204,0,5000,0,0,-16,0,9,2304,0,1,0,0,0,19,17,2898,0,4,Y,N
